"test5.gene"	"test5.count"
"4053"	"SWA2"	238
"4054"	"SWC3"	427
"4055"	"SWC4"	246
"4056"	"SWC5"	510
"4057"	"SWC7"	42
"4058"	"SWD1"	326
"4059"	"SWD2"	97
"4060"	"SWD3"	284
"4061"	"SWE1"	324
"4062"	"SWF1"	218
"4063"	"SWH1"	77
"4064"	"SWI1"	86
"4065"	"SWI3"	291
"4066"	"SWI4"	538
"4067"	"SWI5"	249
"4068"	"SWI6"	443
"4069"	"SWM1"	118
"4070"	"SWM2"	65
"4071"	"SWP1"	251
"4072"	"SWP82"	37
"4073"	"SWR1"	537
"4074"	"SWS2"	118
"4075"	"SWT1"	27
"4076"	"SWT21"	20
"4077"	"SXM1"	77
"4078"	"SYC1"	81
"4079"	"SYF1"	64
"4080"	"SYF2"	62
"4081"	"SYG1"	51
"4082"	"SYH1"	54
"4083"	"SYM1"	33
"4084"	"SYN8"	34
"4085"	"SYO1"	8
"4086"	"SYP1"	66
"4087"	"SYS1"	311
"4088"	"SYT1"	59
"4089"	"TAD2"	21
"4090"	"TAD3"	51
"4091"	"TAE1"	73
"4092"	"TAF1"	738
"4093"	"TAF10"	102
"4094"	"TAF11"	45
"4095"	"TAF12"	264
"4096"	"TAF13"	169
"4097"	"TAF14"	283
"4098"	"TAF2"	54
"4099"	"TAF3"	40
"4100"	"TAF4"	104
"4101"	"TAF5"	334
"4102"	"TAF6"	237
"4103"	"TAF7"	98
"4104"	"TAF8"	187
"4105"	"TAF9"	301
"4106"	"TAH1"	45
"4107"	"TAH11"	42
"4108"	"TAH18"	19
"4109"	"TAL1"	45
"4110"	"TAM41"	24
"4111"	"TAN1"	37
"4112"	"TAO3"	30
"4113"	"TAP42"	109
"4114"	"TAR1"	10
"4115"	"TAT1"	71
"4116"	"TAT2"	57
"4117"	"TAX4"	28
"4118"	"TAZ1"	76
"4119"	"TBF1"	39
"4120"	"TBS1"	36
"4121"	"TCA17"	34
"4122"	"TCB1"	39
"4123"	"TCB2"	40
"4124"	"TCB3"	91
"4125"	"TCD1"	28
"4126"	"TCD2"	54
"4127"	"TCM62"	37
"4128"	"TCO89"	215
"4129"	"TCP1"	175
"4130"	"TDA1"	50
"4131"	"TDA10"	10
"4132"	"TDA11"	25
"4133"	"TDA2"	16
"4134"	"TDA3"	38
"4135"	"TDA4"	10
"4136"	"TDA5"	23
"4137"	"TDA6"	5
"4138"	"TDA9"	24
"4139"	"TDH1"	61
"4140"	"TDH2"	102
"4141"	"TDH3"	164
"4142"	"TDP1"	55
"4143"	"TEA1"	37
"4144"	"TEC1"	95
"4145"	"TED1"	127
"4146"	"TEF1"	174
"4147"	"TEF2"	194
"4148"	"TEF4"	195
"4149"	"TEL1"	168
"4150"	"TEL2"	380
"4151"	"TEM1"	149
"4152"	"TEN1"	13
"4153"	"TEP1"	49
"4154"	"TES1"	34
"4155"	"TEX1"	63
"4156"	"TFA1"	60
"4157"	"TFA2"	91
"4158"	"TFB1"	81
"4159"	"TFB2"	44
"4160"	"TFB3"	32
"4161"	"TFB4"	54
"4162"	"TFB5"	19
"4163"	"TFB6"	10
"4164"	"TFC1"	64
"4165"	"TFC3"	41
"4166"	"TFC4"	45
"4167"	"TFC6"	26
"4168"	"TFC7"	31
"4169"	"TFC8"	18
"4170"	"TFG1"	100
"4171"	"TFG2"	145
"4172"	"TFS1"	31
"4173"	"TGL1"	44
"4174"	"TGL2"	54
"4175"	"TGL3"	52
"4176"	"TGL4"	43
"4177"	"TGL5"	32
"4178"	"TGS1"	214
"4179"	"THG1"	52
"4180"	"THI11"	3
"4181"	"THI13"	6
"4182"	"THI2"	14
"4183"	"THI20"	17
"4184"	"THI21"	16
"4185"	"THI22"	31
"4186"	"THI3"	60
"4187"	"THI4"	14
"4188"	"THI5"	4
"4189"	"THI6"	48
"4190"	"THI7"	44
"4191"	"THI72"	40
"4192"	"THI73"	33
"4193"	"THI74"	19
"4194"	"THI80"	13
"4195"	"THO1"	28
"4196"	"THO2"	59
"4197"	"THP1"	200
"4198"	"THP2"	309
"4199"	"THP3"	129
"4200"	"THR1"	105
"4201"	"THR4"	406
"4202"	"THS1"	68
"4203"	"TIF1"	136
"4204"	"TIF11"	34
"4205"	"TIF2"	161
"4206"	"TIF3"	47
"4207"	"TIF34"	68
"4208"	"TIF35"	102
"4209"	"TIF4631"	160
"4210"	"TIF4632"	80
"4211"	"TIF5"	103
"4212"	"TIF6"	159
"4213"	"TIM10"	31
"4214"	"TIM11"	56
"4215"	"TIM12"	28
"4216"	"TIM13"	112
"4217"	"TIM17"	37
"4218"	"TIM18"	230
"4219"	"TIM21"	43
"4220"	"TIM22"	68
"4221"	"TIM23"	68
"4222"	"TIM44"	35
"4223"	"TIM50"	35
"4224"	"TIM54"	16
"4225"	"TIM8"	24
"4226"	"TIM9"	20
"4227"	"TIP1"	22
"4228"	"TIP20"	35
"4229"	"TIP41"	52
"4230"	"TIR1"	14
"4231"	"TIR2"	9
"4232"	"TIR3"	23
"4233"	"TIR4"	35
"4234"	"TIS11"	24
"4235"	"TKL1"	111
"4236"	"TKL2"	20
"4237"	"TLC1"	73
"4238"	"TLG1"	73
"4239"	"TLG2"	565
"4240"	"TMA108"	38
"4241"	"TMA16"	20
"4242"	"TMA17"	62
"4243"	"TMA19"	87
"4244"	"TMA20"	41
"4245"	"TMA22"	64
"4246"	"TMA23"	124
"4247"	"TMA46"	23
"4248"	"TMA64"	23
"4249"	"TMA7"	14
"4250"	"TMC1"	19
"4251"	"TMN2"	15
"4252"	"TMN3"	25
"4253"	"TMS1"	104
"4254"	"TMT1"	25
"4255"	"TNA1"	92
"4256"	"TOA1"	25
"4257"	"TOA2"	38
"4258"	"TOD6"	36
"4259"	"TOF1"	256
"4260"	"TOF2"	115
"4261"	"TOG1"	12
"4262"	"TOH1"	28
"4263"	"TOK1"	33
"4264"	"TOM1"	164
"4265"	"TOM20"	31
"4266"	"TOM22"	71
"4267"	"TOM40"	50
"4268"	"TOM5"	38
"4269"	"TOM6"	38
"4270"	"TOM7"	61
"4271"	"TOM70"	189
"4272"	"TOM71"	42
"4273"	"TOP1"	519
"4274"	"TOP2"	90
"4275"	"TOP3"	121
"4276"	"TOR1"	413
"4277"	"TOR2"	275
"4278"	"TOS1"	43
"4279"	"TOS2"	29
"4280"	"TOS3"	114
"4281"	"TOS4"	33
"4282"	"TOS6"	30
"4283"	"TOS8"	22
"4284"	"TPA1"	61
"4285"	"TPC1"	15
"4286"	"TPD3"	71
"4287"	"TPI1"	50
"4288"	"TPK1"	376
"4289"	"TPK2"	159
"4290"	"TPK3"	220
"4291"	"TPM1"	264
"4292"	"TPM2"	45
"4293"	"TPN1"	7
"4294"	"TPO1"	87
"4295"	"TPO2"	42
"4296"	"TPO3"	53
"4297"	"TPO4"	54
"4298"	"TPO5"	28
"4299"	"TPP1"	39
"4300"	"TPS1"	231
"4301"	"TPS2"	335
"4302"	"TPS3"	60
"4303"	"TPT1"	15
"4304"	"TRA1"	231
"4305"	"TRE1"	29
"4306"	"TRE2"	6
"4307"	"TRF5"	85
"4308"	"TRI1"	23
"4309"	"TRK1"	61
"4310"	"TRK2"	46
"4311"	"TRL1"	11
"4312"	"TRM1"	116
"4313"	"TRM10"	41
"4314"	"TRM11"	57
"4315"	"TRM112"	80
"4316"	"TRM12"	10
"4317"	"TRM2"	42
"4318"	"TRM3"	64
"4319"	"TRM44"	24
"4320"	"TRM5"	13
"4321"	"TRM7"	41
"4322"	"TRM732"	18
"4323"	"TRM8"	48
"4324"	"TRM82"	35
"4325"	"TRM9"	68
"4326"	"TRP1"	39
"4327"	"TRP2"	94
"4328"	"TRP3"	64
"4329"	"TRP4"	49
"4330"	"TRP5"	24
"4331"	"TRR1"	45
"4332"	"TRR2"	30
"4333"	"TRR4"	5
"4334"	"TRS120"	28
"4335"	"TRS130"	44
"4336"	"TRS20"	186
"4337"	"TRS23"	21
"4338"	"TRS31"	67
"4339"	"TRS33"	81
"4340"	"TRS65"	182
"4341"	"TRS85"	398
"4342"	"TRX1"	44
"4343"	"TRX2"	63
"4344"	"TRX3"	34
"4345"	"TRZ1"	25
"4346"	"TSA1"	295
"4347"	"TSA2"	55
"4348"	"TSC10"	68
"4349"	"TSC11"	206
"4350"	"TSC13"	138
"4351"	"TSC3"	87
"4352"	"TSL1"	38
"4353"	"TSR1"	72
"4354"	"TSR2"	67
"4355"	"TSR3"	51
"4356"	"TTI1"	582
"4357"	"TTI2"	205
"4358"	"TUB1"	143
"4359"	"TUB2"	145
"4360"	"TUB3"	211
"4361"	"TUB4"	52
"4362"	"TUF1"	70
"4363"	"TUL1"	18
"4364"	"TUM1"	44
"4365"	"TUP1"	114
"4366"	"TUS1"	88
"4367"	"TVP15"	86
"4368"	"TVP18"	46
"4369"	"TVP23"	23
"4370"	"TVP38"	49
"4371"	"TWF1"	40
"4372"	"TYE7"	165
"4373"	"TYR1"	23
"4374"	"TYS1"	110
"4375"	"TYW1"	51
"4376"	"TYW3"	13
"4377"	"UAF30"	73
"4378"	"UBA1"	67
"4379"	"UBA2"	35
"4380"	"UBA3"	120
"4381"	"UBA4"	218
"4382"	"UBC1"	39
"4383"	"UBC11"	32
"4384"	"UBC12"	33
"4385"	"UBC13"	154
"4386"	"UBC4"	318
"4387"	"UBC5"	42
"4388"	"UBC6"	92
"4389"	"UBC7"	247
"4390"	"UBC8"	87
"4391"	"UBC9"	171
"4392"	"UBI4"	357
"4393"	"UBP1"	128
"4394"	"UBP10"	169
"4395"	"UBP11"	22
"4396"	"UBP12"	25
"4397"	"UBP13"	104
"4398"	"UBP14"	167
"4399"	"UBP15"	128
"4400"	"UBP16"	15
"4401"	"UBP2"	100
"4402"	"UBP3"	1017
"4403"	"UBP5"	30
"4404"	"UBP6"	438
"4405"	"UBP7"	59
"4406"	"UBP8"	351
"4407"	"UBP9"	41
"4408"	"UBR1"	193
"4409"	"UBR2"	188
"4410"	"UBS1"	50
"4411"	"UBX2"	300
"4412"	"UBX3"	62
"4413"	"UBX4"	87
"4414"	"UBX5"	41
"4415"	"UBX6"	28
"4416"	"UBX7"	35
"4417"	"UCC1"	16
"4418"	"UFD1"	82
"4419"	"UFD2"	112
"4420"	"UFD4"	69
"4421"	"UFE1"	38
"4422"	"UFO1"	49
"4423"	"UGA1"	39
"4424"	"UGA2"	21
"4425"	"UGA3"	23
"4426"	"UGA4"	37
"4427"	"UGO1"	60
"4428"	"UGP1"	69
"4429"	"UIP3"	73
"4430"	"UIP4"	13
"4431"	"UIP5"	18
"4432"	"ULA1"	54
"4433"	"ULP1"	259
"4434"	"ULP2"	271
"4435"	"ULS1"	135
"4436"	"UME1"	188
"4437"	"UME6"	441
"4438"	"UMP1"	115
"4439"	"UNG1"	37
"4440"	"UPC2"	105
"4441"	"UPF3"	155
"4442"	"UPS1"	407
"4443"	"UPS2"	60
"4444"	"UPS3"	11
"4445"	"URA1"	49
"4446"	"URA10"	20
"4447"	"URA2"	131
"4448"	"URA3"	12
"4449"	"URA4"	42
"4450"	"URA5"	72
"4451"	"URA6"	15
"4452"	"URA7"	168
"4453"	"URA8"	42
"4454"	"URB1"	118
"4455"	"URB2"	35
"4456"	"URC2"	37
"4457"	"URE2"	316
"4458"	"URH1"	25
"4459"	"URK1"	26
"4460"	"URM1"	162
"4461"	"URN1"	237
"4462"	"USA1"	103
"4463"	"USB1"	22
"4464"	"USE1"	78
"4465"	"USO1"	94
"4466"	"USV1"	26
"4467"	"UTH1"	169
"4468"	"UTP10"	107
"4469"	"UTP11"	30
"4470"	"UTP13"	63
"4471"	"UTP14"	41
"4472"	"UTP15"	66
"4473"	"UTP18"	63
"4474"	"UTP20"	80
"4475"	"UTP21"	61
"4476"	"UTP22"	167
"4477"	"UTP23"	25
"4478"	"UTP25"	28
"4479"	"UTP30"	45
"4480"	"UTP4"	120
"4481"	"UTP5"	42
"4482"	"UTP6"	71
"4483"	"UTP7"	86
"4484"	"UTP8"	90
"4485"	"UTP9"	115
"4486"	"UTR1"	65
"4487"	"UTR2"	73
"4488"	"UTR4"	25
"4489"	"VAB2"	47
"4490"	"VAC14"	233
"4491"	"VAC17"	52
"4492"	"VAC7"	44
"4493"	"VAC8"	129
"4494"	"VAM10"	155
"4495"	"VAM3"	282
"4496"	"VAM6"	1001
"4497"	"VAM7"	336
"4498"	"VAN1"	38
"4499"	"VAR1"	13
"4500"	"VAS1"	46
"4501"	"VBA1"	9
"4502"	"VBA2"	26
"4503"	"VBA3"	15
"4504"	"VBA4"	16
"4505"	"VBA5"	14
"4506"	"VCX1"	26
"4507"	"VFA1"	26
"4508"	"VHC1"	56
"4509"	"VHR1"	12
"4510"	"VHS1"	135
"4511"	"VHS2"	53
"4512"	"VHS3"	76
"4513"	"VHT1"	19
"4514"	"VID22"	288
"4515"	"VID24"	109
"4516"	"VID27"	22
"4517"	"VID28"	118
"4518"	"VID30"	79
"4519"	"VIK1"	78
"4520"	"VIP1"	247
"4521"	"VMA1"	392
"4522"	"VMA10"	41
"4523"	"VMA11"	219
"4524"	"VMA13"	107
"4525"	"VMA16"	55
"4526"	"VMA2"	172
"4527"	"VMA21"	618
"4528"	"VMA22"	54
"4529"	"VMA3"	180
"4530"	"VMA4"	74
"4531"	"VMA5"	87
"4532"	"VMA6"	71
"4533"	"VMA7"	54
"4534"	"VMA8"	208
"4535"	"VMA9"	211
"4536"	"VMR1"	16
"4537"	"VMS1"	186
"4538"	"VNX1"	18
"4539"	"VOA1"	451
"4540"	"VPH1"	199
"4541"	"VPH2"	262
"4542"	"VPS1"	580
"4543"	"VPS13"	198
"4544"	"VPS15"	78
"4545"	"VPS16"	56
"4546"	"VPS17"	245
"4547"	"VPS20"	115
"4548"	"VPS21"	350
"4549"	"VPS24"	264
"4550"	"VPS25"	70
"4551"	"VPS27"	486
"4552"	"VPS28"	98
"4553"	"VPS29"	219
"4554"	"VPS3"	113
"4555"	"VPS30"	292
"4556"	"VPS33"	86
"4557"	"VPS34"	119
"4558"	"VPS35"	186
"4559"	"VPS36"	82
"4560"	"VPS38"	148
"4561"	"VPS4"	183
"4562"	"VPS41"	273
"4563"	"VPS45"	77
"4564"	"VPS5"	237
"4565"	"VPS51"	317
"4566"	"VPS52"	189
"4567"	"VPS53"	113
"4568"	"VPS54"	126
"4569"	"VPS55"	90
"4570"	"VPS60"	124
"4571"	"VPS62"	9
"4572"	"VPS64"	181
"4573"	"VPS68"	63
"4574"	"VPS70"	43
"4575"	"VPS71"	568
"4576"	"VPS72"	486
"4577"	"VPS73"	41
"4578"	"VPS74"	188
"4579"	"VPS75"	99
"4580"	"VPS8"	404
"4581"	"VPS9"	377
"4582"	"VRG4"	66
"4583"	"VRP1"	292
"4584"	"VTA1"	58
"4585"	"VTC1"	104
"4586"	"VTC2"	23
"4587"	"VTC3"	28
"4588"	"VTC4"	49
"4589"	"VTH2"	11
"4590"	"VTI1"	94
"4591"	"VTS1"	34
"4592"	"WAR1"	16
"4593"	"WBP1"	356
"4594"	"WHI2"	273
"4595"	"WHI3"	477
"4596"	"WHI4"	51
"4597"	"WHI5"	188
"4598"	"WRS1"	17
"4599"	"WSC2"	50
"4600"	"WSC3"	33
"4601"	"WSC4"	19
"4602"	"WSS1"	127
"4603"	"WTM1"	40
"4604"	"WTM2"	47
"4605"	"WWM1"	96
"4606"	"XBP1"	33
"4607"	"XDJ1"	89
"4608"	"XKS1"	17
"4609"	"XPT1"	29
"4610"	"XRN1"	561
"4611"	"XRS2"	322
"4612"	"XYL2"	32
"4613"	"YAE1"	7
"4614"	"YAF9"	471
"4615"	"YAK1"	143
"4616"	"YAP1"	203
"4617"	"YAP1801"	69
"4618"	"YAP1802"	50
"4619"	"YAP3"	44
"4620"	"YAP5"	28
"4621"	"YAP6"	60
"4622"	"YAP7"	35
"4623"	"YAR1"	81
"4624"	"YAT2"	11
"4625"	"YBP1"	21
"4626"	"YBP2"	61
"4627"	"YBT1"	40
"4628"	"YCF1"	69
"4629"	"YCG1"	32
"4630"	"YCH1"	28
"4631"	"YCK1"	385
"4632"	"YCK2"	315
"4633"	"YCK3"	109
"4634"	"YCP4"	15
"4635"	"YCS4"	139
"4636"	"YCT1"	23
"4637"	"YDC1"	37
"4638"	"YDJ1"	561
"4639"	"YEA4"	19
"4640"	"YEA6"	21
"4641"	"YEF1"	20
"4642"	"YEF3"	133
"4643"	"YEH1"	35
"4644"	"YEH2"	17
"4645"	"YEL1"	17
"4646"	"YEN1"	26
"4647"	"YET1"	93
"4648"	"YET2"	24
"4649"	"YET3"	56
"4650"	"YFH1"	103
"4651"	"YFH7"	7
"4652"	"YGK3"	49
"4653"	"YHB1"	62
"4654"	"YHC1"	261
"4655"	"YHC3"	23
"4656"	"YHI9"	21
"4657"	"YHM2"	93
"4658"	"YHP1"	45
"4659"	"YIA6"	14
"4660"	"YIF1"	64
"4661"	"YIG1"	42
"4662"	"YIH1"	41
"4663"	"YIM1"	34
"4664"	"YIP1"	59
"4665"	"YIP3"	119
"4666"	"YIP4"	37
"4667"	"YIP5"	44
"4668"	"YJU2"	51
"4669"	"YJU3"	38
"4670"	"YKE2"	612
"4671"	"YKE4"	31
"4672"	"YKT6"	107
"4673"	"YKU70"	349
"4674"	"YKU80"	158
"4675"	"YLF2"	18
"4676"	"YLH47"	69
"4677"	"YMC2"	44
"4678"	"YMD8"	135
"4679"	"YME1"	524
"4680"	"YME2"	77
"4681"	"YML6"	48
"4682"	"YMR1"	49
"4683"	"YMR31"	33
"4684"	"YND1"	75
"4685"	"YNG1"	57
"4686"	"YNG2"	316
"4687"	"YNK1"	42
"4688"	"YOP1"	90
"4689"	"YOR1"	321
"4690"	"YOS9"	69
"4691"	"YOX1"	34
"4692"	"YPC1"	72
"4693"	"YPD1"	98
"4694"	"YPF1"	14
"4695"	"YPI1"	40
"4696"	"YPK1"	115
"4697"	"YPK2"	54
"4698"	"YPK3"	38
"4699"	"YPK9"	86
"4700"	"YPP1"	63
"4701"	"YPQ1"	42
"4702"	"YPQ2"	18
"4703"	"YPR1"	24
"4704"	"YPS1"	37
"4705"	"YPS6"	11
"4706"	"YPS7"	53
"4707"	"YPT1"	174
"4708"	"YPT10"	42
"4709"	"YPT11"	35
"4710"	"YPT31"	267
"4711"	"YPT32"	84
"4712"	"YPT35"	38
"4713"	"YPT52"	67
"4714"	"YPT53"	43
"4715"	"YPT6"	957
"4716"	"YPT7"	267
"4717"	"YRA1"	308
"4718"	"YRA2"	82
"4719"	"YRB1"	70
"4720"	"YRB2"	45
"4721"	"YRB30"	6
"4722"	"YRM1"	22
"4723"	"YRO2"	33
"4724"	"YRR1"	26
"4725"	"YSA1"	53
"4726"	"YSC83"	41
"4727"	"YSC84"	86
"4728"	"YSH1"	45
"4729"	"YSP2"	27
"4730"	"YSP3"	34
"4731"	"YSR3"	101
"4732"	"YSW1"	16
"4733"	"YSY6"	40
"4734"	"YTA12"	143
"4735"	"YTA6"	58
"4736"	"YTA7"	387
"4737"	"YTH1"	36
"4738"	"YTM1"	96
"4739"	"YTP1"	9
"4740"	"YUH1"	42
"4741"	"YUR1"	111
"4742"	"YVC1"	34
"4743"	"YVH1"	66
"4744"	"ZAP1"	86
"4745"	"ZDS1"	146
"4746"	"ZDS2"	83
"4747"	"ZEO1"	42
"4748"	"ZIM17"	13
"4749"	"ZIP1"	74
"4750"	"ZIP2"	12
"4751"	"ZNF1"	29
"4752"	"ZPR1"	21
"4753"	"ZPS1"	9
"4754"	"ZRC1"	64
"4755"	"ZRG17"	36
"4756"	"ZRG8"	33
"4757"	"ZRT1"	119
"4758"	"ZRT2"	16
"4759"	"ZTA1"	19
"4760"	"ZUO1"	105
"4761"	"ZWF1"	46
